,Date,Origin,Dest,fled
1163,2016-11-24,Anbar,Najaf,0
1162,2016-11-24,Anbar,Muthanna,0
1161,2016-11-24,Anbar,Missan,0
1160,2016-11-24,Anbar,Kirkuk,0
1166,2016-11-24,Anbar,Salahal Din,0
1159,2016-11-24,Anbar,Kerbala,0
1157,2016-11-24,Anbar,Diyala,0
1156,2016-11-24,Anbar,Dahuk,0
1155,2016-11-24,Anbar,Basrah,5
1154,2016-11-24,Anbar,Baghdad,0
1153,2016-11-24,Anbar,Babylon,0
1152,2016-11-24,Anbar,Anbar,0
1158,2016-11-24,Anbar,Erbil,38
1219,2016-11-24,Diyala,Qadissiya,0
1167,2016-11-24,Anbar,Sulaymaniyah,0
1169,2016-11-24,Anbar,Wassit,0
1183,2016-11-24,Babylon,Qadissiya,0
1182,2016-11-24,Babylon,Ninewa,0
1181,2016-11-24,Babylon,Najaf,0
1180,2016-11-24,Babylon,Muthanna,0
1179,2016-11-24,Babylon,Missan,0
1178,2016-11-24,Babylon,Kirkuk,0
1168,2016-11-24,Anbar,Thi Qar,0
1177,2016-11-24,Babylon,Kerbala,0
1175,2016-11-24,Babylon,Diyala,0
1174,2016-11-24,Babylon,Dahuk,0
1173,2016-11-24,Babylon,Basrah,0
1172,2016-11-24,Babylon,Baghdad,0
1171,2016-11-24,Babylon,Babylon,0
1170,2016-11-24,Babylon,Anbar,0
1176,2016-11-24,Babylon,Erbil,0
1294,2016-11-24,Salahal Din,Thi Qar,0
1220,2016-11-24,Diyala,Salahal Din,0
1293,2016-11-24,Salahal Din,Sulaymaniyah,6
1259,2016-11-24,Kirkuk,Wassit,0
1260,2016-11-24,Ninewa,Anbar,0
1261,2016-11-24,Ninewa,Babylon,8
1262,2016-11-24,Ninewa,Baghdad,1
1263,2016-11-24,Ninewa,Basrah,13
1264,2016-11-24,Ninewa,Dahuk,5
1265,2016-11-24,Ninewa,Diyala,0
1266,2016-11-24,Ninewa,Erbil,0
1267,2016-11-24,Ninewa,Kerbala,15
1268,2016-11-24,Ninewa,Kirkuk,0
1269,2016-11-24,Ninewa,Missan,6
1270,2016-11-24,Ninewa,Muthanna,0
1271,2016-11-24,Ninewa,Najaf,43
1272,2016-11-24,Ninewa,Ninewa,4682
1273,2016-11-24,Ninewa,Qadissiya,3
1274,2016-11-24,Ninewa,Salahal Din,341
1275,2016-11-24,Ninewa,Sulaymaniyah,0
1289,2016-11-24,Salahal Din,Najaf,0
1288,2016-11-24,Salahal Din,Muthanna,0
1287,2016-11-24,Salahal Din,Missan,0
1286,2016-11-24,Salahal Din,Kirkuk,94
1285,2016-11-24,Salahal Din,Kerbala,0
1284,2016-11-24,Salahal Din,Erbil,108
1258,2016-11-24,Kirkuk,Thi Qar,0
1283,2016-11-24,Salahal Din,Diyala,0
1281,2016-11-24,Salahal Din,Basrah,3
1280,2016-11-24,Salahal Din,Baghdad,0
1279,2016-11-24,Salahal Din,Babylon,0
1278,2016-11-24,Salahal Din,Anbar,0
1277,2016-11-24,Ninewa,Wassit,31
1276,2016-11-24,Ninewa,Thi Qar,2
1282,2016-11-24,Salahal Din,Dahuk,0
1257,2016-11-24,Kirkuk,Sulaymaniyah,0
1256,2016-11-24,Kirkuk,Salahal Din,897
1255,2016-11-24,Kirkuk,Qadissiya,2
1236,2016-11-24,Erbil,Ninewa,0
1235,2016-11-24,Erbil,Najaf,0
1234,2016-11-24,Erbil,Muthanna,0
1233,2016-11-24,Erbil,Missan,0
1232,2016-11-24,Erbil,Kirkuk,22
1231,2016-11-24,Erbil,Kerbala,0
1237,2016-11-24,Erbil,Qadissiya,0
1230,2016-11-24,Erbil,Erbil,12
1228,2016-11-24,Erbil,Dahuk,0
1227,2016-11-24,Erbil,Basrah,0
1226,2016-11-24,Erbil,Baghdad,0
1225,2016-11-24,Erbil,Babylon,0
1224,2016-11-24,Erbil,Anbar,0
1292,2016-11-24,Salahal Din,Salahal Din,1043
1229,2016-11-24,Erbil,Diyala,0
1221,2016-11-24,Diyala,Sulaymaniyah,0
1238,2016-11-24,Erbil,Salahal Din,0
1240,2016-11-24,Erbil,Thi Qar,0
1254,2016-11-24,Kirkuk,Ninewa,50
1253,2016-11-24,Kirkuk,Najaf,0
1252,2016-11-24,Kirkuk,Muthanna,0
1251,2016-11-24,Kirkuk,Missan,0
1250,2016-11-24,Kirkuk,Kirkuk,425
1249,2016-11-24,Kirkuk,Kerbala,1
1239,2016-11-24,Erbil,Sulaymaniyah,0
1248,2016-11-24,Kirkuk,Erbil,0
1246,2016-11-24,Kirkuk,Dahuk,0
1245,2016-11-24,Kirkuk,Basrah,4
1244,2016-11-24,Kirkuk,Baghdad,0
1243,2016-11-24,Kirkuk,Babylon,0
1242,2016-11-24,Kirkuk,Anbar,0
1241,2016-11-24,Erbil,Wassit,0
1247,2016-11-24,Kirkuk,Diyala,0
1290,2016-11-24,Salahal Din,Ninewa,0
1295,2016-11-24,Salahal Din,Wassit,0
1291,2016-11-24,Salahal Din,Qadissiya,0
2057,2016-12-08,Baghdad,Diyala,1
2058,2016-12-08,Baghdad,Erbil,0
2059,2016-12-08,Baghdad,Kerbala,0
2060,2016-12-08,Baghdad,Kirkuk,0
2061,2016-12-08,Baghdad,Missan,0
2062,2016-12-08,Baghdad,Muthanna,0
2063,2016-12-08,Baghdad,Najaf,0
2064,2016-12-08,Baghdad,Ninewa,0
2065,2016-12-08,Baghdad,Qadissiya,0
2066,2016-12-08,Baghdad,Salahal Din,0
2067,2016-12-08,Baghdad,Sulaymaniyah,20
2068,2016-12-08,Baghdad,Thi Qar,0
2069,2016-12-08,Baghdad,Wassit,0
2070,2016-12-08,Diyala,Anbar,0
2071,2016-12-08,Diyala,Babylon,0
2072,2016-12-08,Diyala,Baghdad,0
2073,2016-12-08,Diyala,Basrah,0
2087,2016-12-08,Diyala,Wassit,0
2086,2016-12-08,Diyala,Thi Qar,0
2085,2016-12-08,Diyala,Sulaymaniyah,5
2084,2016-12-08,Diyala,Salahal Din,0
2083,2016-12-08,Diyala,Qadissiya,0
2082,2016-12-08,Diyala,Ninewa,0
2056,2016-12-08,Baghdad,Dahuk,0
2081,2016-12-08,Diyala,Najaf,0
2079,2016-12-08,Diyala,Missan,1
2078,2016-12-08,Diyala,Kirkuk,0
2077,2016-12-08,Diyala,Kerbala,0
2076,2016-12-08,Diyala,Erbil,0
2075,2016-12-08,Diyala,Diyala,0
2074,2016-12-08,Diyala,Dahuk,0
2080,2016-12-08,Diyala,Muthanna,0
2055,2016-12-08,Baghdad,Basrah,0
2054,2016-12-08,Baghdad,Baghdad,0
2053,2016-12-08,Baghdad,Babylon,0
2034,2016-12-08,Babylon,Anbar,0
2033,2016-12-08,Anbar,Wassit,0
2032,2016-12-08,Anbar,Thi Qar,0
2031,2016-12-08,Anbar,Sulaymaniyah,10
2030,2016-12-08,Anbar,Salahal Din,0
2029,2016-12-08,Anbar,Qadissiya,0
2035,2016-12-08,Babylon,Babylon,0
2028,2016-12-08,Anbar,Ninewa,0
2026,2016-12-08,Anbar,Muthanna,0
2025,2016-12-08,Anbar,Missan,1
2024,2016-12-08,Anbar,Kirkuk,0
2023,2016-12-08,Anbar,Kerbala,0
2022,2016-12-08,Anbar,Erbil,40
2021,2016-12-08,Anbar,Diyala,0
2027,2016-12-08,Anbar,Najaf,0
2088,2016-12-08,Erbil,Anbar,0
2036,2016-12-08,Babylon,Baghdad,0
2038,2016-12-08,Babylon,Dahuk,0
2052,2016-12-08,Baghdad,Anbar,0
2051,2016-12-08,Babylon,Wassit,0
2050,2016-12-08,Babylon,Thi Qar,0
2049,2016-12-08,Babylon,Sulaymaniyah,4
2048,2016-12-08,Babylon,Salahal Din,0
2047,2016-12-08,Babylon,Qadissiya,0
2037,2016-12-08,Babylon,Basrah,0
2046,2016-12-08,Babylon,Ninewa,0
2044,2016-12-08,Babylon,Muthanna,0
2043,2016-12-08,Babylon,Missan,0
2042,2016-12-08,Babylon,Kirkuk,0
2041,2016-12-08,Babylon,Kerbala,0
2040,2016-12-08,Babylon,Erbil,0
2039,2016-12-08,Babylon,Diyala,0
2045,2016-12-08,Babylon,Najaf,0
2018,2016-12-08,Anbar,Baghdad,0
2159,2016-12-08,Salahal Din,Wassit,0
2091,2016-12-08,Erbil,Basrah,0
2128,2016-12-08,Ninewa,Dahuk,67
2129,2016-12-08,Ninewa,Diyala,0
2130,2016-12-08,Ninewa,Erbil,1
2131,2016-12-08,Ninewa,Kerbala,52
2132,2016-12-08,Ninewa,Kirkuk,116
2133,2016-12-08,Ninewa,Missan,0
2134,2016-12-08,Ninewa,Muthanna,2
2135,2016-12-08,Ninewa,Najaf,1
2136,2016-12-08,Ninewa,Ninewa,1712
2137,2016-12-08,Ninewa,Qadissiya,9
2138,2016-12-08,Ninewa,Salahal Din,0
2139,2016-12-08,Ninewa,Sulaymaniyah,33
2140,2016-12-08,Ninewa,Thi Qar,0
2141,2016-12-08,Ninewa,Wassit,75
2142,2016-12-08,Salahal Din,Anbar,0
2143,2016-12-08,Salahal Din,Babylon,4
2144,2016-12-08,Salahal Din,Baghdad,0
2158,2016-12-08,Salahal Din,Thi Qar,0
2157,2016-12-08,Salahal Din,Sulaymaniyah,38
2156,2016-12-08,Salahal Din,Salahal Din,535
2155,2016-12-08,Salahal Din,Qadissiya,0
2154,2016-12-08,Salahal Din,Ninewa,80
2153,2016-12-08,Salahal Din,Najaf,0
2127,2016-12-08,Ninewa,Basrah,7
2152,2016-12-08,Salahal Din,Muthanna,1
2150,2016-12-08,Salahal Din,Kirkuk,0
2149,2016-12-08,Salahal Din,Kerbala,0
2148,2016-12-08,Salahal Din,Erbil,0
2147,2016-12-08,Salahal Din,Diyala,0
2146,2016-12-08,Salahal Din,Dahuk,0
2145,2016-12-08,Salahal Din,Basrah,11
2151,2016-12-08,Salahal Din,Missan,0
2126,2016-12-08,Ninewa,Baghdad,7
2125,2016-12-08,Ninewa,Babylon,10
2124,2016-12-08,Ninewa,Anbar,0
2105,2016-12-08,Erbil,Wassit,0
2104,2016-12-08,Erbil,Thi Qar,0
2103,2016-12-08,Erbil,Sulaymaniyah,0
2102,2016-12-08,Erbil,Salahal Din,0
2101,2016-12-08,Erbil,Qadissiya,0
2100,2016-12-08,Erbil,Ninewa,0
2106,2016-12-08,Kirkuk,Anbar,262
2099,2016-12-08,Erbil,Najaf,0
2097,2016-12-08,Erbil,Missan,0
2096,2016-12-08,Erbil,Kirkuk,0
2095,2016-12-08,Erbil,Kerbala,0
2094,2016-12-08,Erbil,Erbil,0
2093,2016-12-08,Erbil,Diyala,0
2092,2016-12-08,Erbil,Dahuk,0
2098,2016-12-08,Erbil,Muthanna,0
2090,2016-12-08,Erbil,Baghdad,0
2107,2016-12-08,Kirkuk,Babylon,0
2109,2016-12-08,Kirkuk,Basrah,5
2123,2016-12-08,Kirkuk,Wassit,0
2122,2016-12-08,Kirkuk,Thi Qar,0
2121,2016-12-08,Kirkuk,Sulaymaniyah,0
2120,2016-12-08,Kirkuk,Salahal Din,191
2119,2016-12-08,Kirkuk,Qadissiya,1
2118,2016-12-08,Kirkuk,Ninewa,11
2108,2016-12-08,Kirkuk,Baghdad,2
2117,2016-12-08,Kirkuk,Najaf,0
2115,2016-12-08,Kirkuk,Missan,0
2114,2016-12-08,Kirkuk,Kirkuk,760
2113,2016-12-08,Kirkuk,Kerbala,0
2112,2016-12-08,Kirkuk,Erbil,0
2111,2016-12-08,Kirkuk,Diyala,0
2110,2016-12-08,Kirkuk,Dahuk,0
2116,2016-12-08,Kirkuk,Muthanna,0
2089,2016-12-08,Erbil,Babylon,0
2019,2016-12-08,Anbar,Basrah,1
2017,2016-12-08,Anbar,Babylon,0
2020,2016-12-08,Anbar,Dahuk,0
2016,2016-12-08,Anbar,Anbar,0
1781,2016-12-22,Baghdad,Wassit,0
1780,2016-12-22,Baghdad,Thi Qar,0
1779,2016-12-22,Baghdad,Sulaymaniyah,44
1778,2016-12-22,Baghdad,Salahal Din,0
1777,2016-12-22,Baghdad,Qadissiya,0
1776,2016-12-22,Baghdad,Ninewa,0
1782,2016-12-22,Diyala,Anbar,0
1775,2016-12-22,Baghdad,Najaf,0
1773,2016-12-22,Baghdad,Missan,0
1772,2016-12-22,Baghdad,Kirkuk,0
1771,2016-12-22,Baghdad,Kerbala,0
1770,2016-12-22,Baghdad,Erbil,0
1769,2016-12-22,Baghdad,Diyala,1
1768,2016-12-22,Baghdad,Dahuk,0
1774,2016-12-22,Baghdad,Muthanna,0
1767,2016-12-22,Baghdad,Basrah,0
1731,2016-12-22,Anbar,Basrah,4
1785,2016-12-22,Diyala,Basrah,2
1799,2016-12-22,Diyala,Wassit,0
1798,2016-12-22,Diyala,Thi Qar,0
1797,2016-12-22,Diyala,Sulaymaniyah,35
1796,2016-12-22,Diyala,Salahal Din,0
1795,2016-12-22,Diyala,Qadissiya,0
1794,2016-12-22,Diyala,Ninewa,0
1784,2016-12-22,Diyala,Baghdad,0
1793,2016-12-22,Diyala,Najaf,0
1791,2016-12-22,Diyala,Missan,0
1790,2016-12-22,Diyala,Kirkuk,0
1789,2016-12-22,Diyala,Kerbala,0
1788,2016-12-22,Diyala,Erbil,0
1787,2016-12-22,Diyala,Diyala,318
1786,2016-12-22,Diyala,Dahuk,0
1792,2016-12-22,Diyala,Muthanna,0
1783,2016-12-22,Diyala,Babylon,0
1766,2016-12-22,Baghdad,Baghdad,0
1764,2016-12-22,Baghdad,Anbar,0
1745,2016-12-22,Anbar,Wassit,0
1744,2016-12-22,Anbar,Thi Qar,0
1743,2016-12-22,Anbar,Sulaymaniyah,61
1742,2016-12-22,Anbar,Salahal Din,0
1741,2016-12-22,Anbar,Qadissiya,0
1740,2016-12-22,Anbar,Ninewa,0
1746,2016-12-22,Babylon,Anbar,0
1739,2016-12-22,Anbar,Najaf,0
1737,2016-12-22,Anbar,Missan,0
1736,2016-12-22,Anbar,Kirkuk,0
1735,2016-12-22,Anbar,Kerbala,0
1734,2016-12-22,Anbar,Erbil,0
1733,2016-12-22,Anbar,Diyala,0
1732,2016-12-22,Anbar,Dahuk,0
1738,2016-12-22,Anbar,Muthanna,0
1800,2016-12-22,Erbil,Anbar,0
1747,2016-12-22,Babylon,Babylon,0
1749,2016-12-22,Babylon,Basrah,0
1763,2016-12-22,Babylon,Wassit,0
1762,2016-12-22,Babylon,Thi Qar,0
1761,2016-12-22,Babylon,Sulaymaniyah,20
1760,2016-12-22,Babylon,Salahal Din,0
1759,2016-12-22,Babylon,Qadissiya,0
1758,2016-12-22,Babylon,Ninewa,0
1748,2016-12-22,Babylon,Baghdad,0
1757,2016-12-22,Babylon,Najaf,0
1755,2016-12-22,Babylon,Missan,0
1754,2016-12-22,Babylon,Kirkuk,2
1753,2016-12-22,Babylon,Kerbala,0
1752,2016-12-22,Babylon,Erbil,0
1751,2016-12-22,Babylon,Diyala,2
1750,2016-12-22,Babylon,Dahuk,0
1756,2016-12-22,Babylon,Muthanna,0
1765,2016-12-22,Baghdad,Babylon,0
1801,2016-12-22,Erbil,Babylon,0
1803,2016-12-22,Erbil,Basrah,0
1853,2016-12-22,Ninewa,Wassit,84
1852,2016-12-22,Ninewa,Thi Qar,10
1851,2016-12-22,Ninewa,Sulaymaniyah,16
1850,2016-12-22,Ninewa,Salahal Din,23
1849,2016-12-22,Ninewa,Qadissiya,2
1848,2016-12-22,Ninewa,Ninewa,5591
1854,2016-12-22,Salahal Din,Anbar,0
1847,2016-12-22,Ninewa,Najaf,2
1845,2016-12-22,Ninewa,Missan,3
1844,2016-12-22,Ninewa,Kirkuk,277
1843,2016-12-22,Ninewa,Kerbala,6
1842,2016-12-22,Ninewa,Erbil,37
1841,2016-12-22,Ninewa,Diyala,0
1840,2016-12-22,Ninewa,Dahuk,72
1846,2016-12-22,Ninewa,Muthanna,0
1839,2016-12-22,Ninewa,Basrah,20
1855,2016-12-22,Salahal Din,Babylon,1
1857,2016-12-22,Salahal Din,Basrah,18
1871,2016-12-22,Salahal Din,Wassit,0
1870,2016-12-22,Salahal Din,Thi Qar,0
1869,2016-12-22,Salahal Din,Sulaymaniyah,28
1868,2016-12-22,Salahal Din,Salahal Din,1217
1867,2016-12-22,Salahal Din,Qadissiya,0
1866,2016-12-22,Salahal Din,Ninewa,292
1856,2016-12-22,Salahal Din,Baghdad,0
1865,2016-12-22,Salahal Din,Najaf,0
1863,2016-12-22,Salahal Din,Missan,0
1862,2016-12-22,Salahal Din,Kirkuk,0
1861,2016-12-22,Salahal Din,Kerbala,0
1860,2016-12-22,Salahal Din,Erbil,0
1859,2016-12-22,Salahal Din,Diyala,13
1858,2016-12-22,Salahal Din,Dahuk,0
1864,2016-12-22,Salahal Din,Muthanna,0
1802,2016-12-22,Erbil,Baghdad,0
1838,2016-12-22,Ninewa,Baghdad,6
1836,2016-12-22,Ninewa,Anbar,0
1817,2016-12-22,Erbil,Wassit,0
1816,2016-12-22,Erbil,Thi Qar,0
1815,2016-12-22,Erbil,Sulaymaniyah,0
1814,2016-12-22,Erbil,Salahal Din,0
1813,2016-12-22,Erbil,Qadissiya,0
1812,2016-12-22,Erbil,Ninewa,0
1818,2016-12-22,Kirkuk,Anbar,0
1811,2016-12-22,Erbil,Najaf,0
1809,2016-12-22,Erbil,Missan,0
1808,2016-12-22,Erbil,Kirkuk,0
1807,2016-12-22,Erbil,Kerbala,0
1806,2016-12-22,Erbil,Erbil,0
1805,2016-12-22,Erbil,Diyala,0
1804,2016-12-22,Erbil,Dahuk,0
1810,2016-12-22,Erbil,Muthanna,0
1837,2016-12-22,Ninewa,Babylon,9
1819,2016-12-22,Kirkuk,Babylon,0
1821,2016-12-22,Kirkuk,Basrah,5
1835,2016-12-22,Kirkuk,Wassit,0
1834,2016-12-22,Kirkuk,Thi Qar,2
1833,2016-12-22,Kirkuk,Sulaymaniyah,0
1832,2016-12-22,Kirkuk,Salahal Din,814
1831,2016-12-22,Kirkuk,Qadissiya,3
1830,2016-12-22,Kirkuk,Ninewa,425
1820,2016-12-22,Kirkuk,Baghdad,0
1829,2016-12-22,Kirkuk,Najaf,0
1827,2016-12-22,Kirkuk,Missan,0
1826,2016-12-22,Kirkuk,Kirkuk,1020
1825,2016-12-22,Kirkuk,Kerbala,0
1824,2016-12-22,Kirkuk,Erbil,0
1823,2016-12-22,Kirkuk,Diyala,1
1822,2016-12-22,Kirkuk,Dahuk,0
1828,2016-12-22,Kirkuk,Muthanna,0
1728,2016-12-22,Anbar,Anbar,0
1730,2016-12-22,Anbar,Baghdad,0
1729,2016-12-22,Anbar,Babylon,2
340,2017-01-05,Baghdad,Thi Qar,0
339,2017-01-05,Baghdad,Sulaymaniyah,1
338,2017-01-05,Baghdad,Salahal Din,0
337,2017-01-05,Baghdad,Qadissiya,0
336,2017-01-05,Baghdad,Ninewa,0
335,2017-01-05,Baghdad,Najaf,0
341,2017-01-05,Baghdad,Wassit,0
334,2017-01-05,Baghdad,Muthanna,0
332,2017-01-05,Baghdad,Kirkuk,0
331,2017-01-05,Baghdad,Kerbala,0
330,2017-01-05,Baghdad,Erbil,9
329,2017-01-05,Baghdad,Diyala,0
328,2017-01-05,Baghdad,Dahuk,0
327,2017-01-05,Baghdad,Basrah,0
333,2017-01-05,Baghdad,Missan,0
326,2017-01-05,Baghdad,Baghdad,30
342,2017-01-05,Diyala,Anbar,0
344,2017-01-05,Diyala,Baghdad,0
358,2017-01-05,Diyala,Thi Qar,0
357,2017-01-05,Diyala,Sulaymaniyah,0
356,2017-01-05,Diyala,Salahal Din,8
355,2017-01-05,Diyala,Qadissiya,0
354,2017-01-05,Diyala,Ninewa,0
353,2017-01-05,Diyala,Najaf,0
343,2017-01-05,Diyala,Babylon,0
352,2017-01-05,Diyala,Muthanna,0
350,2017-01-05,Diyala,Kirkuk,0
349,2017-01-05,Diyala,Kerbala,0
348,2017-01-05,Diyala,Erbil,0
347,2017-01-05,Diyala,Diyala,0
346,2017-01-05,Diyala,Dahuk,0
345,2017-01-05,Diyala,Basrah,0
351,2017-01-05,Diyala,Missan,0
325,2017-01-05,Baghdad,Babylon,4
324,2017-01-05,Baghdad,Anbar,0
323,2017-01-05,Babylon,Wassit,0
303,2017-01-05,Anbar,Sulaymaniyah,0
302,2017-01-05,Anbar,Salahal Din,0
301,2017-01-05,Anbar,Qadissiya,0
300,2017-01-05,Anbar,Ninewa,0
299,2017-01-05,Anbar,Najaf,1
298,2017-01-05,Anbar,Muthanna,4
304,2017-01-05,Anbar,Thi Qar,0
297,2017-01-05,Anbar,Missan,0
295,2017-01-05,Anbar,Kerbala,0
294,2017-01-05,Anbar,Erbil,0
293,2017-01-05,Anbar,Diyala,6
292,2017-01-05,Anbar,Dahuk,0
291,2017-01-05,Anbar,Basrah,0
290,2017-01-05,Anbar,Baghdad,0
296,2017-01-05,Anbar,Kirkuk,0
305,2017-01-05,Anbar,Wassit,28
306,2017-01-05,Babylon,Anbar,0
307,2017-01-05,Babylon,Babylon,0
322,2017-01-05,Babylon,Thi Qar,0
321,2017-01-05,Babylon,Sulaymaniyah,4
320,2017-01-05,Babylon,Salahal Din,0
319,2017-01-05,Babylon,Qadissiya,0
318,2017-01-05,Babylon,Ninewa,0
317,2017-01-05,Babylon,Najaf,0
316,2017-01-05,Babylon,Muthanna,0
315,2017-01-05,Babylon,Missan,0
314,2017-01-05,Babylon,Kirkuk,0
313,2017-01-05,Babylon,Kerbala,0
312,2017-01-05,Babylon,Erbil,0
311,2017-01-05,Babylon,Diyala,0
310,2017-01-05,Babylon,Dahuk,0
309,2017-01-05,Babylon,Basrah,0
308,2017-01-05,Babylon,Baghdad,0
359,2017-01-05,Diyala,Wassit,0
288,2017-01-05,Anbar,Anbar,0
360,2017-01-05,Erbil,Anbar,0
362,2017-01-05,Erbil,Baghdad,0
413,2017-01-05,Ninewa,Wassit,66
412,2017-01-05,Ninewa,Thi Qar,0
411,2017-01-05,Ninewa,Sulaymaniyah,2
410,2017-01-05,Ninewa,Salahal Din,17
409,2017-01-05,Ninewa,Qadissiya,4
408,2017-01-05,Ninewa,Ninewa,60
414,2017-01-05,Salahal Din,Anbar,0
407,2017-01-05,Ninewa,Najaf,224
405,2017-01-05,Ninewa,Missan,2
404,2017-01-05,Ninewa,Kirkuk,37
403,2017-01-05,Ninewa,Kerbala,17
402,2017-01-05,Ninewa,Erbil,133
401,2017-01-05,Ninewa,Diyala,2
400,2017-01-05,Ninewa,Dahuk,246
406,2017-01-05,Ninewa,Muthanna,0
399,2017-01-05,Ninewa,Basrah,7
415,2017-01-05,Salahal Din,Babylon,2
417,2017-01-05,Salahal Din,Basrah,0
431,2017-01-05,Salahal Din,Wassit,6
430,2017-01-05,Salahal Din,Thi Qar,0
429,2017-01-05,Salahal Din,Sulaymaniyah,2
428,2017-01-05,Salahal Din,Salahal Din,0
427,2017-01-05,Salahal Din,Qadissiya,1
426,2017-01-05,Salahal Din,Ninewa,0
416,2017-01-05,Salahal Din,Baghdad,0
425,2017-01-05,Salahal Din,Najaf,0
423,2017-01-05,Salahal Din,Missan,2
422,2017-01-05,Salahal Din,Kirkuk,0
421,2017-01-05,Salahal Din,Kerbala,0
420,2017-01-05,Salahal Din,Erbil,0
419,2017-01-05,Salahal Din,Diyala,33
418,2017-01-05,Salahal Din,Dahuk,9
424,2017-01-05,Salahal Din,Muthanna,0
398,2017-01-05,Ninewa,Baghdad,48
397,2017-01-05,Ninewa,Babylon,21
396,2017-01-05,Ninewa,Anbar,0
376,2017-01-05,Erbil,Thi Qar,0
375,2017-01-05,Erbil,Sulaymaniyah,0
374,2017-01-05,Erbil,Salahal Din,0
373,2017-01-05,Erbil,Qadissiya,0
372,2017-01-05,Erbil,Ninewa,0
371,2017-01-05,Erbil,Najaf,0
377,2017-01-05,Erbil,Wassit,0
370,2017-01-05,Erbil,Muthanna,0
368,2017-01-05,Erbil,Kirkuk,0
367,2017-01-05,Erbil,Kerbala,0
366,2017-01-05,Erbil,Erbil,51
365,2017-01-05,Erbil,Diyala,0
364,2017-01-05,Erbil,Dahuk,0
363,2017-01-05,Erbil,Basrah,0
369,2017-01-05,Erbil,Missan,0
378,2017-01-05,Kirkuk,Anbar,0
379,2017-01-05,Kirkuk,Babylon,0
380,2017-01-05,Kirkuk,Baghdad,0
395,2017-01-05,Kirkuk,Wassit,12
394,2017-01-05,Kirkuk,Thi Qar,0
393,2017-01-05,Kirkuk,Sulaymaniyah,0
392,2017-01-05,Kirkuk,Salahal Din,411
391,2017-01-05,Kirkuk,Qadissiya,2
390,2017-01-05,Kirkuk,Ninewa,0
389,2017-01-05,Kirkuk,Najaf,0
388,2017-01-05,Kirkuk,Muthanna,0
387,2017-01-05,Kirkuk,Missan,0
386,2017-01-05,Kirkuk,Kirkuk,843
385,2017-01-05,Kirkuk,Kerbala,0
384,2017-01-05,Kirkuk,Erbil,0
383,2017-01-05,Kirkuk,Diyala,0
382,2017-01-05,Kirkuk,Dahuk,0
381,2017-01-05,Kirkuk,Basrah,2
361,2017-01-05,Erbil,Babylon,0
289,2017-01-05,Anbar,Babylon,52
0,2017-01-19,Anbar,Anbar,50
107,2017-01-19,Kirkuk,Wassit,7
93,2017-01-19,Kirkuk,Basrah,3
94,2017-01-19,Kirkuk,Dahuk,0
95,2017-01-19,Kirkuk,Diyala,0
96,2017-01-19,Kirkuk,Erbil,0
97,2017-01-19,Kirkuk,Kerbala,0
98,2017-01-19,Kirkuk,Kirkuk,1052
92,2017-01-19,Kirkuk,Baghdad,0
99,2017-01-19,Kirkuk,Missan,0
101,2017-01-19,Kirkuk,Najaf,0
102,2017-01-19,Kirkuk,Ninewa,0
103,2017-01-19,Kirkuk,Qadissiya,2
104,2017-01-19,Kirkuk,Salahal Din,1589
105,2017-01-19,Kirkuk,Sulaymaniyah,0
106,2017-01-19,Kirkuk,Thi Qar,1
100,2017-01-19,Kirkuk,Muthanna,1
108,2017-01-19,Ninewa,Anbar,20
91,2017-01-19,Kirkuk,Babylon,1
89,2017-01-19,Erbil,Wassit,0
74,2017-01-19,Erbil,Baghdad,0
75,2017-01-19,Erbil,Basrah,0
76,2017-01-19,Erbil,Dahuk,0
77,2017-01-19,Erbil,Diyala,0
78,2017-01-19,Erbil,Erbil,0
79,2017-01-19,Erbil,Kerbala,0
90,2017-01-19,Kirkuk,Anbar,27
80,2017-01-19,Erbil,Kirkuk,66
82,2017-01-19,Erbil,Muthanna,0
83,2017-01-19,Erbil,Najaf,0
84,2017-01-19,Erbil,Ninewa,0
85,2017-01-19,Erbil,Qadissiya,0
86,2017-01-19,Erbil,Salahal Din,0
87,2017-01-19,Erbil,Sulaymaniyah,0
81,2017-01-19,Erbil,Missan,0
73,2017-01-19,Erbil,Babylon,0
109,2017-01-19,Ninewa,Babylon,20
111,2017-01-19,Ninewa,Basrah,16
130,2017-01-19,Salahal Din,Dahuk,0
131,2017-01-19,Salahal Din,Diyala,0
132,2017-01-19,Salahal Din,Erbil,0
133,2017-01-19,Salahal Din,Kerbala,0
134,2017-01-19,Salahal Din,Kirkuk,312
135,2017-01-19,Salahal Din,Missan,0
129,2017-01-19,Salahal Din,Basrah,1
136,2017-01-19,Salahal Din,Muthanna,0
138,2017-01-19,Salahal Din,Ninewa,0
139,2017-01-19,Salahal Din,Qadissiya,0
140,2017-01-19,Salahal Din,Salahal Din,310
141,2017-01-19,Salahal Din,Sulaymaniyah,12
142,2017-01-19,Salahal Din,Thi Qar,0
143,2017-01-19,Salahal Din,Wassit,74
137,2017-01-19,Salahal Din,Najaf,0
110,2017-01-19,Ninewa,Baghdad,365
128,2017-01-19,Salahal Din,Baghdad,0
126,2017-01-19,Salahal Din,Anbar,123
112,2017-01-19,Ninewa,Dahuk,0
113,2017-01-19,Ninewa,Diyala,0
114,2017-01-19,Ninewa,Erbil,128
