gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff,stat_prov_id
Baghdad,2015-10-22,84.22705314009661,0.012173913043478262,312,362,332,431,273.0,204.0,92.52982456140352,0.0,385.0,197.0,602.0,35.0,108.0,165.0,-270.0,46.0,238.0,2
Diyala,2015-10-22,85.91811594202898,0.006956521739130435,77,386,118,5,130.0,32.0,94.84385964912282,0.0,8.0,127.0,46.0,25.0,45.0,259.0,72.0,-3.0,105.0,3
Erbil,2015-10-22,75.17391304347827,0.025072463768115946,2,431,120,120,9.0,0.0,86.95438596491228,0.0,43.0,453.0,162.0,70.0,2.0,-22.0,-42.0,77.0,-61.0,4
Kirkuk,2015-10-22,81.65434782608695,0.016847826086956525,76,201,172,14,7.0,62.0,91.86315789473684,0.0,21.0,166.0,267.0,3.0,14.0,35.0,-95.0,-7.0,4.0,5
Ninewa,2015-10-22,77.95489130434783,0.01141304347826087,297,803,560,28,117.0,307.0,88.39999999999999,0.0,38.0,782.0,738.0,137.0,-10.0,21.0,-178.0,-10.0,-20.0,6
Salahal Din,2015-10-22,85.20621118012423,0.013664596273291928,82,2357,439,44,115.0,219.0,94.49172932330826,0.0,45.0,565.0,546.0,38.0,-137.0,1792.0,-107.0,-1.0,77.0,7
Anbar,2015-11-05,73.46428571428571,0.04438775510204083,11,1782,3650,64,11.0,236.0,84.88260869565217,0.012795031055900623,108.0,1579.0,631.0,107.0,-225.0,203.0,3019.0,-44.0,-96.0,0
Babylon,2015-11-05,74.0125,0.09660714285714285,12,38,7,0,1.0,4.0,85.40652173913043,0.009130434782608695,0.0,47.0,22.0,11.0,8.0,-9.0,-15.0,0.0,-10.0,1
Baghdad,2015-11-05,72.27380952380953,0.09174603174603176,165,166,155,222,25.0,312.0,84.22705314009661,0.012173913043478262,431.0,362.0,332.0,273.0,-147.0,-196.0,-177.0,-209.0,-248.0,2
Diyala,2015-11-05,72.80119047619047,0.17095238095238094,14,67,202,2,10.0,77.0,85.91811594202898,0.006956521739130435,5.0,386.0,118.0,130.0,-63.0,-319.0,84.0,-3.0,-120.0,3
Erbil,2015-11-05,64.46309523809525,0.056547619047619034,0,312,67,50,13.0,2.0,75.17391304347827,0.025072463768115946,120.0,431.0,120.0,9.0,-2.0,-119.0,-53.0,-70.0,4.0,4
Kirkuk,2015-11-05,69.48392857142858,0.04142857142857143,4,54,1122,43,4.0,76.0,81.65434782608695,0.016847826086956525,14.0,201.0,172.0,7.0,-72.0,-147.0,950.0,29.0,-3.0,5
Ninewa,2015-11-05,67.23839285714284,0.024732142857142862,142,550,2465,14,25.0,297.0,77.95489130434783,0.01141304347826087,28.0,803.0,560.0,117.0,-155.0,-253.0,1905.0,-14.0,-92.0,6
Salahal Din,2015-11-05,72.15204081632653,0.10591836734693875,15,474,594,9,564.0,82.0,85.20621118012423,0.013664596273291928,44.0,2357.0,439.0,115.0,-67.0,-1883.0,155.0,-35.0,449.0,7
Anbar,2015-11-19,62.82551020408164,0.05897959183673469,22,487,1046,37,22.0,11.0,73.46428571428571,0.04438775510204083,64.0,1782.0,3650.0,11.0,11.0,-1295.0,-2604.0,-27.0,11.0,0
Babylon,2015-11-19,63.980357142857144,0.05625,1,45,473,0,8.0,12.0,74.0125,0.09660714285714285,0.0,38.0,7.0,1.0,-11.0,7.0,466.0,0.0,7.0,1
Baghdad,2015-11-19,63.10873015873016,0.10087301587301586,208,200,133,152,13.0,165.0,72.27380952380953,0.09174603174603176,222.0,166.0,155.0,25.0,43.0,34.0,-22.0,-70.0,-12.0,2
Diyala,2015-11-19,62.9452380952381,0.15476190476190474,16,83,58,4,42.0,14.0,72.80119047619047,0.17095238095238094,2.0,67.0,202.0,10.0,2.0,16.0,-144.0,2.0,32.0,3
Erbil,2015-11-19,54.14999999999999,0.24392857142857144,0,399,297,32,10.0,0.0,64.46309523809525,0.056547619047619034,50.0,312.0,67.0,13.0,0.0,87.0,230.0,-18.0,-3.0,4
Kirkuk,2015-11-19,59.70892857142858,0.22535714285714287,18,459,916,8,3.0,4.0,69.48392857142858,0.04142857142857143,43.0,54.0,1122.0,4.0,14.0,405.0,-206.0,-35.0,-1.0,5
Ninewa,2015-11-19,56.721428571428575,0.22178571428571428,294,3207,5789,96,147.0,142.0,67.23839285714284,0.024732142857142862,14.0,550.0,2465.0,25.0,152.0,2657.0,3324.0,82.0,122.0,6
Salahal Din,2015-11-19,61.964285714285715,0.20132653061224495,29,2263,277,13,35.0,15.0,72.15204081632653,0.10591836734693875,9.0,474.0,594.0,564.0,14.0,1789.0,-317.0,4.0,-529.0,7
Anbar,2015-12-03,60.47346938775511,0.0016326530612244899,35,2017,1612,73,66.0,22.0,62.82551020408164,0.05897959183673469,37.0,487.0,1046.0,22.0,13.0,1530.0,566.0,36.0,44.0,0
Babylon,2015-12-03,60.94642857142857,0.0,2,33,17,3,5.0,1.0,63.980357142857144,0.05625,0.0,45.0,473.0,8.0,1.0,-12.0,-456.0,3.0,-3.0,1
Baghdad,2015-12-03,59.789682539682545,0.0012698412698412698,174,186,207,141,70.0,208.0,63.10873015873016,0.10087301587301586,152.0,200.0,133.0,13.0,-34.0,-14.0,74.0,-11.0,57.0,2
Diyala,2015-12-03,61.58571428571428,0.0017857142857142859,1,399,59,0,21.0,16.0,62.9452380952381,0.15476190476190474,4.0,83.0,58.0,42.0,-15.0,316.0,1.0,-4.0,-21.0,3
Erbil,2015-12-03,55.61666666666666,0.004642857142857143,0,603,705,28,48.0,0.0,54.14999999999999,0.24392857142857144,32.0,399.0,297.0,10.0,0.0,204.0,408.0,-4.0,38.0,4
Kirkuk,2015-12-03,58.89642857142858,0.0005357142857142857,17,30,675,16,12.0,18.0,59.70892857142858,0.22535714285714287,8.0,459.0,916.0,3.0,-1.0,-429.0,-241.0,8.0,9.0,5
Ninewa,2015-12-03,56.35089285714285,0.002142857142857143,144,1995,1629,35,78.0,294.0,56.721428571428575,0.22178571428571428,96.0,3207.0,5789.0,147.0,-150.0,-1212.0,-4160.0,-61.0,-69.0,6
Salahal Din,2015-12-03,60.923469387755105,0.0,17,764,1496,21,56.0,29.0,61.964285714285715,0.20132653061224495,13.0,2263.0,277.0,35.0,-12.0,-1499.0,1219.0,8.0,21.0,7
Anbar,2015-12-17,50.247959183673466,0.0029591836734693877,31,982,1630,105,19.0,35.0,60.47346938775511,0.0016326530612244899,73.0,2017.0,1612.0,66.0,-4.0,-1035.0,18.0,32.0,-47.0,0
Babylon,2015-12-17,51.2125,0.005357142857142857,1,28,22,0,0.0,2.0,60.94642857142857,0.0,3.0,33.0,17.0,5.0,-1.0,-5.0,5.0,-3.0,-5.0,1
Baghdad,2015-12-17,50.3,0.0048412698412698425,160,703,495,569,35.0,174.0,59.789682539682545,0.0012698412698412698,141.0,186.0,207.0,70.0,-14.0,517.0,288.0,428.0,-35.0,2
Diyala,2015-12-17,51.636904761904766,0.03214285714285715,4,342,28,3,11.0,1.0,61.58571428571428,0.0017857142857142859,0.0,399.0,59.0,21.0,3.0,-57.0,-31.0,3.0,-10.0,3
Erbil,2015-12-17,44.98095238095239,0.11714285714285713,0,403,95,44,1.0,0.0,55.61666666666666,0.004642857142857143,28.0,603.0,705.0,48.0,0.0,-200.0,-610.0,16.0,-47.0,4
Kirkuk,2015-12-17,48.86607142857142,0.05089285714285714,33,65,44,10,5.0,17.0,58.89642857142858,0.0005357142857142857,16.0,30.0,675.0,12.0,16.0,35.0,-631.0,-6.0,-7.0,5
Ninewa,2015-12-17,46.541964285714286,0.11723214285714287,132,1706,1901,224,82.0,144.0,56.35089285714285,0.002142857142857143,35.0,1995.0,1629.0,78.0,-12.0,-289.0,272.0,189.0,4.0,6
Salahal Din,2015-12-17,50.902040816326526,0.02969387755102041,11,279,848,5,10.0,17.0,60.923469387755105,0.0,21.0,764.0,1496.0,56.0,-6.0,-485.0,-648.0,-16.0,-46.0,7
Anbar,2016-01-07,50.935374149659864,0.04047619047619048,192,3833,6174,512,156.0,31.0,50.247959183673466,0.0029591836734693877,105.0,982.0,1630.0,19.0,161.0,2851.0,4544.0,407.0,137.0,0
Babylon,2016-01-07,50.60476190476191,0.05976190476190476,1,649,201,4,12.0,1.0,51.2125,0.005357142857142857,0.0,28.0,22.0,0.0,0.0,621.0,179.0,4.0,12.0,1
Baghdad,2016-01-07,50.932275132275144,0.04962962962962963,205,1397,866,451,81.0,160.0,50.3,0.0048412698412698425,569.0,703.0,495.0,35.0,45.0,694.0,371.0,-118.0,46.0,2
Diyala,2016-01-07,51.7547619047619,0.05873015873015873,14,1757,272,2,83.0,4.0,51.636904761904766,0.03214285714285715,3.0,342.0,28.0,11.0,10.0,1415.0,244.0,-1.0,72.0,3
Erbil,2016-01-07,44.13650793650793,0.18039682539682542,1,1130,242,65,34.0,0.0,44.98095238095239,0.11714285714285713,44.0,403.0,95.0,1.0,1.0,727.0,147.0,21.0,33.0,4
Kirkuk,2016-01-07,48.69047619047619,0.08404761904761904,40,633,285,14,40.0,33.0,48.86607142857142,0.05089285714285714,10.0,65.0,44.0,5.0,7.0,568.0,241.0,4.0,35.0,5
Ninewa,2016-01-07,45.71845238095238,0.15511904761904763,546,2422,4210,122,216.0,132.0,46.541964285714286,0.11723214285714287,224.0,1706.0,1901.0,82.0,414.0,716.0,2309.0,-102.0,134.0,6
Salahal Din,2016-01-07,50.997278911564635,0.05782312925170069,23,1114,3634,27,45.0,11.0,50.902040816326526,0.02969387755102041,5.0,279.0,848.0,10.0,12.0,835.0,2786.0,22.0,35.0,7
Anbar,2016-01-21,54.38061224489794,0.002448979591836735,49,4687,2902,148,371.0,192.0,50.935374149659864,0.04047619047619048,512.0,3833.0,6174.0,156.0,-143.0,854.0,-3272.0,-364.0,215.0,0
Babylon,2016-01-21,53.987500000000004,0.09035714285714284,5,769,179,1,17.0,1.0,50.60476190476191,0.05976190476190476,4.0,649.0,201.0,12.0,4.0,120.0,-22.0,-3.0,5.0,1
Baghdad,2016-01-21,53.37777777777778,0.007936507936507938,190,2244,1511,335,140.0,205.0,50.932275132275144,0.04962962962962963,451.0,1397.0,866.0,81.0,-15.0,847.0,645.0,-116.0,59.0,2
Diyala,2016-01-21,54.271428571428565,0.01738095238095238,55,2905,813,54,124.0,14.0,51.7547619047619,0.05873015873015873,2.0,1757.0,272.0,83.0,41.0,1148.0,541.0,52.0,41.0,3
Erbil,2016-01-21,47.4,0.03773809523809524,1,1414,374,52,44.0,1.0,44.13650793650793,0.18039682539682542,65.0,1130.0,242.0,34.0,0.0,284.0,132.0,-13.0,10.0,4
Kirkuk,2016-01-21,51.142857142857146,0.02839285714285714,15,1063,210,7,18.0,40.0,48.69047619047619,0.08404761904761904,14.0,633.0,285.0,40.0,-25.0,430.0,-75.0,-7.0,-22.0,5
Ninewa,2016-01-21,48.379464285714285,0.07366071428571427,309,2245,1589,74,274.0,546.0,45.71845238095238,0.15511904761904763,122.0,2422.0,4210.0,216.0,-237.0,-177.0,-2621.0,-48.0,58.0,6
Salahal Din,2016-01-21,53.342857142857156,0.021428571428571432,14,1222,718,34,81.0,23.0,50.997278911564635,0.05782312925170069,27.0,1114.0,3634.0,45.0,-9.0,108.0,-2916.0,7.0,36.0,7
Anbar,2016-02-04,49.0234693877551,0.003673469387755102,77,2897,3292,92,550.0,49.0,54.38061224489794,0.002448979591836735,148.0,4687.0,2902.0,371.0,28.0,-1790.0,390.0,-56.0,179.0,0
Babylon,2016-02-04,49.80535714285715,0.00625,2,656,150,0,18.0,5.0,53.987500000000004,0.09035714285714284,1.0,769.0,179.0,17.0,-3.0,-113.0,-29.0,-1.0,1.0,1
Baghdad,2016-02-04,49.044444444444444,0.007222222222222221,173,1398,923,242,115.0,190.0,53.37777777777778,0.007936507936507938,335.0,2244.0,1511.0,140.0,-17.0,-846.0,-588.0,-93.0,-25.0,2
Diyala,2016-02-04,50.02619047619047,0.011190476190476192,9,1946,510,10,145.0,55.0,54.271428571428565,0.01738095238095238,54.0,2905.0,813.0,124.0,-46.0,-959.0,-303.0,-44.0,21.0,3
Erbil,2016-02-04,40.71309523809524,0.03500000000000001,2,1680,1032,32,65.0,1.0,47.4,0.03773809523809524,52.0,1414.0,374.0,44.0,1.0,266.0,658.0,-20.0,21.0,4
Kirkuk,2016-02-04,46.32321428571429,0.0033928571428571428,31,885,100,4,10.0,15.0,51.142857142857146,0.02839285714285714,7.0,1063.0,210.0,18.0,16.0,-178.0,-110.0,-3.0,-8.0,5
Ninewa,2016-02-04,42.68749999999999,0.01705357142857143,132,2381,1817,19,231.0,309.0,48.379464285714285,0.07366071428571427,74.0,2245.0,1589.0,274.0,-177.0,136.0,228.0,-55.0,-43.0,6
Salahal Din,2016-02-04,48.9673469387755,0.005,37,1220,1001,9,152.0,14.0,53.342857142857156,0.021428571428571432,34.0,1222.0,718.0,81.0,23.0,-2.0,283.0,-25.0,71.0,7
Anbar,2016-02-17,56.80989010989011,0.04076923076923077,108,4605,2158,62,483.0,77.0,49.0234693877551,0.003673469387755102,92.0,2897.0,3292.0,550.0,31.0,1708.0,-1134.0,-30.0,-67.0,0
Babylon,2016-02-17,55.66923076923077,0.012307692307692308,1,596,184,1,38.0,2.0,49.80535714285715,0.00625,0.0,656.0,150.0,18.0,-1.0,-60.0,34.0,1.0,20.0,1
Baghdad,2016-02-17,55.029914529914535,0.018034188034188034,164,1685,1475,172,239.0,173.0,49.044444444444444,0.007222222222222221,242.0,1398.0,923.0,115.0,-9.0,287.0,552.0,-70.0,124.0,2
Diyala,2016-02-17,56.037179487179486,0.027435897435897437,6,2181,375,5,75.0,9.0,50.02619047619047,0.011190476190476192,10.0,1946.0,510.0,145.0,-3.0,235.0,-135.0,-5.0,-70.0,3
Erbil,2016-02-17,48.95641025641026,0.03987179487179487,0,1734,614,27,30.0,2.0,40.71309523809524,0.03500000000000001,32.0,1680.0,1032.0,65.0,-2.0,54.0,-418.0,-5.0,-35.0,4
Kirkuk,2016-02-17,52.592307692307685,0.04519230769230769,24,914,255,2,8.0,31.0,46.32321428571429,0.0033928571428571428,4.0,885.0,100.0,10.0,-7.0,29.0,155.0,-2.0,-2.0,5
Ninewa,2016-02-17,50.44519230769232,0.021153846153846155,131,1991,885,20,161.0,132.0,42.68749999999999,0.01705357142857143,19.0,2381.0,1817.0,231.0,-1.0,-390.0,-932.0,1.0,-70.0,6
Salahal Din,2016-02-17,55.33296703296704,0.03241758241758241,2,1036,487,6,54.0,37.0,48.9673469387755,0.005,9.0,1220.0,1001.0,152.0,-35.0,-184.0,-514.0,-3.0,-98.0,7
Anbar,2016-03-02,64.69897959183673,0.0363265306122449,116,5750,3728,58,640.0,108.0,56.80989010989011,0.04076923076923077,62.0,4605.0,2158.0,483.0,8.0,1145.0,1570.0,-4.0,157.0,0
Babylon,2016-03-02,63.75535714285714,0.10339285714285715,0,753,317,0,16.0,1.0,55.66923076923077,0.012307692307692308,1.0,596.0,184.0,38.0,-1.0,157.0,133.0,-1.0,-22.0,1
Baghdad,2016-03-02,63.06587301587301,0.06746031746031747,240,1719,2373,188,53.0,164.0,55.029914529914535,0.018034188034188034,172.0,1685.0,1475.0,239.0,76.0,34.0,898.0,16.0,-186.0,2
Diyala,2016-03-02,63.9404761904762,0.07238095238095239,41,1938,288,15,65.0,6.0,56.037179487179486,0.027435897435897437,5.0,2181.0,375.0,75.0,35.0,-243.0,-87.0,10.0,-10.0,3
Erbil,2016-03-02,55.767857142857146,0.024285714285714282,0,1314,357,16,44.0,0.0,48.95641025641026,0.03987179487179487,27.0,1734.0,614.0,30.0,0.0,-420.0,-257.0,-11.0,14.0,4
Kirkuk,2016-03-02,60.19642857142858,0.03428571428571429,89,936,663,1,139.0,24.0,52.592307692307685,0.04519230769230769,2.0,914.0,255.0,8.0,65.0,22.0,408.0,-1.0,131.0,5
Ninewa,2016-03-02,58.00714285714286,0.02205357142857143,294,2015,869,40,134.0,131.0,50.44519230769232,0.021153846153846155,20.0,1991.0,885.0,161.0,163.0,24.0,-16.0,20.0,-27.0,6
Salahal Din,2016-03-02,62.909183673469386,0.05938775510204082,1,762,588,16,22.0,2.0,55.33296703296704,0.03241758241758241,6.0,1036.0,487.0,54.0,-1.0,-274.0,101.0,10.0,-32.0,7
Anbar,2016-03-17,67.78285714285714,0.002285714285714286,105,10250,10678,58,436.0,116.0,64.69897959183673,0.0363265306122449,58.0,5750.0,3728.0,640.0,-11.0,4500.0,6950.0,0.0,-204.0,0
Babylon,2016-03-17,66.595,0.0006666666666666666,60,4704,444,1,188.0,0.0,63.75535714285714,0.10339285714285715,0.0,753.0,317.0,16.0,60.0,3951.0,127.0,1.0,172.0,1
Baghdad,2016-03-17,66.4674074074074,7.407407407407409e-05,196,16715,9205,132,738.0,240.0,63.06587301587301,0.06746031746031747,188.0,1719.0,2373.0,53.0,-44.0,14996.0,6832.0,-56.0,685.0,2
Diyala,2016-03-17,67.52666666666667,0.0025555555555555553,7,16413,2334,3,312.0,41.0,63.9404761904762,0.07238095238095239,15.0,1938.0,288.0,65.0,-34.0,14475.0,2046.0,-12.0,247.0,3
Erbil,2016-03-17,57.32333333333334,0.057444444444444444,0,7132,2649,29,357.0,0.0,55.767857142857146,0.024285714285714282,16.0,1314.0,357.0,44.0,0.0,5818.0,2292.0,13.0,313.0,4
Kirkuk,2016-03-17,61.716666666666676,0.0285,44,3817,4021,18,162.0,89.0,60.19642857142858,0.03428571428571429,1.0,936.0,663.0,139.0,-45.0,2881.0,3358.0,17.0,23.0,5
Ninewa,2016-03-17,59.763333333333335,0.05075,344,9375,4123,28,1763.0,294.0,58.00714285714286,0.02205357142857143,40.0,2015.0,869.0,134.0,50.0,7360.0,3254.0,-12.0,1629.0,6
Salahal Din,2016-03-17,65.53809523809522,0.012857142857142855,5,4300,2571,14,119.0,1.0,62.909183673469386,0.05938775510204082,16.0,762.0,588.0,22.0,4.0,3538.0,1983.0,-2.0,97.0,7
Anbar,2016-03-31,65.4908163265306,0.06785714285714285,71,32215,22377,18,3893.0,105.0,67.78285714285714,0.002285714285714286,58.0,10250.0,10678.0,436.0,-34.0,21965.0,11699.0,-40.0,3457.0,0
Babylon,2016-03-31,65.81964285714285,0.061250000000000006,40,10540,4216,6,145.0,60.0,66.595,0.0006666666666666666,1.0,4704.0,444.0,188.0,-20.0,5836.0,3772.0,5.0,-43.0,1
Baghdad,2016-03-31,64.09444444444446,0.08238095238095237,132,66503,36424,191,2402.0,196.0,66.4674074074074,7.407407407407409e-05,132.0,16715.0,9205.0,738.0,-64.0,49788.0,27219.0,59.0,1664.0,2
Diyala,2016-03-31,63.98809523809525,0.12845238095238096,49,35965,8362,0,2852.0,7.0,67.52666666666667,0.0025555555555555553,3.0,16413.0,2334.0,312.0,42.0,19552.0,6028.0,-3.0,2540.0,3
Erbil,2016-03-31,52.91071428571428,0.14476190476190479,0,18623,8650,12,327.0,0.0,57.32333333333334,0.057444444444444444,29.0,7132.0,2649.0,357.0,0.0,11491.0,6001.0,-17.0,-30.0,4
Kirkuk,2016-03-31,58.14285714285715,0.07821428571428571,15,3860,2306,10,127.0,44.0,61.716666666666676,0.0285,18.0,3817.0,4021.0,162.0,-29.0,43.0,-1715.0,-8.0,-35.0,5
Ninewa,2016-03-31,55.63125,0.06589285714285716,227,47112,38006,63,3653.0,344.0,59.763333333333335,0.05075,28.0,9375.0,4123.0,1763.0,-117.0,37737.0,33883.0,35.0,1890.0,6
Salahal Din,2016-03-31,61.930612244897965,0.13653061224489796,15,9136,4617,0,746.0,5.0,65.53809523809522,0.012857142857142855,14.0,4300.0,2571.0,119.0,10.0,4836.0,2046.0,-14.0,627.0,7
Anbar,2016-04-14,74.43877551020408,0.0163265306122449,67,30316,22448,50,1607.0,71.0,65.4908163265306,0.06785714285714285,18.0,32215.0,22377.0,3893.0,-4.0,-1899.0,71.0,32.0,-2286.0,0
Babylon,2016-04-14,71.64464285714286,0.01892857142857143,2,13561,2923,0,146.0,40.0,65.81964285714285,0.061250000000000006,6.0,10540.0,4216.0,145.0,-38.0,3021.0,-1293.0,-6.0,1.0,1
Baghdad,2016-04-14,71.84047619047618,0.017063492063492062,151,64694,24548,250,3741.0,132.0,64.09444444444446,0.08238095238095237,191.0,66503.0,36424.0,2402.0,19.0,-1809.0,-11876.0,59.0,1339.0,2
Diyala,2016-04-14,72.58690476190478,0.09202380952380951,11,24934,8723,0,3148.0,49.0,63.98809523809525,0.12845238095238096,0.0,35965.0,8362.0,2852.0,-38.0,-11031.0,361.0,0.0,296.0,3
Erbil,2016-04-14,61.651190476190486,0.10119047619047618,0,18517,9575,28,1146.0,0.0,52.91071428571428,0.14476190476190479,12.0,18623.0,8650.0,327.0,0.0,-106.0,925.0,16.0,819.0,4
Kirkuk,2016-04-14,66.56785714285715,0.09160714285714285,17,5387,3600,4,183.0,15.0,58.14285714285715,0.07821428571428571,10.0,3860.0,2306.0,127.0,2.0,1527.0,1294.0,-6.0,56.0,5
Ninewa,2016-04-14,63.533035714285724,0.11526785714285714,304,28743,19635,49,2640.0,227.0,55.63125,0.06589285714285716,63.0,47112.0,38006.0,3653.0,77.0,-18369.0,-18371.0,-14.0,-1013.0,6
Salahal Din,2016-04-14,70.92551020408163,0.09051020408163267,6,18034,11758,11,797.0,15.0,61.930612244897965,0.13653061224489796,0.0,9136.0,4617.0,746.0,-9.0,8898.0,7141.0,11.0,51.0,7
Anbar,2016-04-28,81.0673469387755,0.004285714285714287,83,28624,18060,30,3487.0,67.0,74.43877551020408,0.0163265306122449,50.0,30316.0,22448.0,1607.0,16.0,-1692.0,-4388.0,-20.0,1880.0,0
Babylon,2016-04-28,78.10535714285713,0.0032142857142857142,0,8718,2334,0,106.0,2.0,71.64464285714286,0.01892857142857143,0.0,13561.0,2923.0,146.0,-2.0,-4843.0,-589.0,0.0,-40.0,1
Baghdad,2016-04-28,79.0484126984127,0.0,147,52644,16148,239,2289.0,151.0,71.84047619047618,0.017063492063492062,250.0,64694.0,24548.0,3741.0,-4.0,-12050.0,-8400.0,-11.0,-1452.0,2
Diyala,2016-04-28,80.0297619047619,0.0035714285714285718,8,37372,7802,2,1967.0,11.0,72.58690476190478,0.09202380952380951,0.0,24934.0,8723.0,3148.0,-3.0,12438.0,-921.0,2.0,-1181.0,3
Erbil,2016-04-28,68.09880952380952,0.03380952380952381,1,28151,15507,26,466.0,0.0,61.651190476190486,0.10119047619047618,28.0,18517.0,9575.0,1146.0,1.0,9634.0,5932.0,-2.0,-680.0,4
Kirkuk,2016-04-28,73.30535714285713,0.024285714285714282,10,4337,2983,3,75.0,17.0,66.56785714285715,0.09160714285714285,4.0,5387.0,3600.0,183.0,-7.0,-1050.0,-617.0,-1.0,-108.0,5
Ninewa,2016-04-28,70.29196428571429,0.03473214285714286,275,25923,14935,34,1749.0,304.0,63.533035714285724,0.11526785714285714,49.0,28743.0,19635.0,2640.0,-29.0,-2820.0,-4700.0,-15.0,-891.0,6
Salahal Din,2016-04-28,77.97857142857143,0.010612244897959184,34,12756,6460,3,198.0,6.0,70.92551020408163,0.09051020408163267,11.0,18034.0,11758.0,797.0,28.0,-5278.0,-5298.0,-8.0,-599.0,7
Anbar,2016-05-12,84.7234693877551,0.004081632653061225,19,32176,25295,42,2926.0,83.0,81.0673469387755,0.004285714285714287,30.0,28624.0,18060.0,3487.0,-64.0,3552.0,7235.0,12.0,-561.0,0
Babylon,2016-05-12,83.68214285714285,0.0,6,6948,3713,0,117.0,0.0,78.10535714285713,0.0032142857142857142,0.0,8718.0,2334.0,106.0,6.0,-1770.0,1379.0,0.0,11.0,1
Baghdad,2016-05-12,82.94285714285715,0.013412698412698414,268,92630,48557,369,2986.0,147.0,79.0484126984127,0.0,239.0,52644.0,16148.0,2289.0,121.0,39986.0,32409.0,130.0,697.0,2
Diyala,2016-05-12,83.8654761904762,0.02,29,45372,14201,7,1495.0,8.0,80.0297619047619,0.0035714285714285718,2.0,37372.0,7802.0,1967.0,21.0,8000.0,6399.0,5.0,-472.0,3
Erbil,2016-05-12,71.40714285714286,0.037023809523809514,0,44585,12105,55,2165.0,1.0,68.09880952380952,0.03380952380952381,26.0,28151.0,15507.0,466.0,-1.0,16434.0,-3402.0,29.0,1699.0,4
Kirkuk,2016-05-12,77.56964285714285,0.005,12,4558,1877,7,305.0,10.0,73.30535714285713,0.024285714285714282,3.0,4337.0,2983.0,75.0,2.0,221.0,-1106.0,4.0,230.0,5
Ninewa,2016-05-12,74.01160714285713,0.01383928571428572,193,40312,15754,67,5226.0,275.0,70.29196428571429,0.03473214285714286,34.0,25923.0,14935.0,1749.0,-82.0,14389.0,819.0,33.0,3477.0,6
Salahal Din,2016-05-12,81.9734693877551,0.012959183673469389,1,10649,6651,3,693.0,34.0,77.97857142857143,0.010612244897959184,3.0,12756.0,6460.0,198.0,-33.0,-2107.0,191.0,0.0,495.0,7
Anbar,2016-05-26,89.88775510204081,0.0011224489795918367,45,129204,81651,210,12160.0,19.0,84.7234693877551,0.004081632653061225,42.0,32176.0,25295.0,2926.0,26.0,97028.0,56356.0,168.0,9234.0,0
Babylon,2016-05-26,87.65,0.0025,0,8267,2965,0,239.0,6.0,83.68214285714285,0.0,0.0,6948.0,3713.0,117.0,-6.0,1319.0,-748.0,0.0,122.0,1
Baghdad,2016-05-26,88.07539682539684,0.0,243,80381,36720,431,2921.0,268.0,82.94285714285715,0.013412698412698414,369.0,92630.0,48557.0,2986.0,-25.0,-12249.0,-11837.0,62.0,-65.0,2
Diyala,2016-05-26,90.49642857142858,0.0011904761904761904,13,39676,15511,0,2263.0,29.0,83.8654761904762,0.02,7.0,45372.0,14201.0,1495.0,-16.0,-5696.0,1310.0,-7.0,768.0,3
Erbil,2016-05-26,78.9452380952381,0.007857142857142858,0,19279,6159,8,1175.0,0.0,71.40714285714286,0.037023809523809514,55.0,44585.0,12105.0,2165.0,0.0,-25306.0,-5946.0,-47.0,-990.0,4
Kirkuk,2016-05-26,85.54107142857141,0.005892857142857145,31,3773,2255,5,232.0,12.0,77.56964285714285,0.005,7.0,4558.0,1877.0,305.0,19.0,-785.0,378.0,-2.0,-73.0,5
Ninewa,2016-05-26,80.70803571428573,0.005357142857142857,203,28994,14948,15,3138.0,193.0,74.01160714285713,0.01383928571428572,67.0,40312.0,15754.0,5226.0,10.0,-11318.0,-806.0,-52.0,-2088.0,6
Salahal Din,2016-05-26,89.3142857142857,0.0006122448979591838,34,13612,8447,19,678.0,1.0,81.9734693877551,0.012959183673469389,3.0,10649.0,6651.0,693.0,33.0,2963.0,1796.0,16.0,-15.0,7
Anbar,2016-06-08,91.7802197802198,0.0,219,297356,155956,316,7119.0,45.0,89.88775510204081,0.0011224489795918367,210.0,129204.0,81651.0,12160.0,174.0,168152.0,74305.0,106.0,-5041.0,0
Babylon,2016-06-08,89.53076923076924,0.0,0,12927,4155,1,495.0,0.0,87.65,0.0025,0.0,8267.0,2965.0,239.0,0.0,4660.0,1190.0,1.0,256.0,1
Baghdad,2016-06-08,89.64957264957265,0.0,158,70535,34551,73,3819.0,243.0,88.07539682539684,0.0,431.0,80381.0,36720.0,2921.0,-85.0,-9846.0,-2169.0,-358.0,898.0,2
Diyala,2016-06-08,93.4628205128205,0.0,48,62112,31947,1,3329.0,13.0,90.49642857142858,0.0011904761904761904,0.0,39676.0,15511.0,2263.0,35.0,22436.0,16436.0,1.0,1066.0,3
Erbil,2016-06-08,80.76666666666667,0.0005128205128205128,0,17549,9090,13,1181.0,0.0,78.9452380952381,0.007857142857142858,8.0,19279.0,6159.0,1175.0,0.0,-1730.0,2931.0,5.0,6.0,4
